plcy_no,name,lclsf,category,keyword,region,sub_region,source,source_url,ref_url2,raw_text,amount,deadline,registered_at,last_modified_at,collected_at,aply_prd_type,biz_prd_type,biz_start_ymd,biz_end_ymd,biz_prd_etc,age_min,age_max,age_limit_yn,earn_cnd,earn_min_amt,earn_max_amt,earn_etc,mrg_stts,job,school,major,special_target,pvmthd,pvmthd_group,sprt_scl_cnt,sprt_scl_lmt_yn,sprt_arvl_seq_yn,add_qlfc,exclude_target,apply_method,select_method,submit_docs,etc_matter,sprvsn_inst_nm,oper_inst_nm,rgtr_inst_nm,zip_cd,inq_cnt,aprvl_stts
10924,청년활동 스탬프투어 [청년마블 스탬프런],일자리,,,경기도,안산시,경기청년포털(시군),https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=10924,https://asyouthspace.kr/program/367,안산 시정에 참여하는 19세~39세 안산 청년 누구나 ■ 참여방법 스탬프북 수령 청년공간 방문 또는 청년행사 참여 인증 스탬프 적립 적립 개수에 따라 참여 보상 지급 ■ 참여가능 청년공간 안산시 청년센터 상상대로 청년몰 청년큐브 별별공간 등 ■ 참여가능 주요 행사 청년의 날 축제 청년정책 토론회 창업경진대회 e-스포츠 페스티벌 유니온페스티벌 등,,2026. 5.6.~ 11. 30.,,,2026-06-10,,,,,,19,39,,,,,,,,,,,,지자체,,,,안산 시정에 참여하는 19세~39세 안산 청년 누구나,,온라인 신청 바로가기,,,,,,,,,
10923,별별공간 운영 시작!,,,,경기도,안산시,경기청년포털(시군),https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=10923,https://www.asyouthspace.kr/bbs/board.php?bo_table=program_2,"안산시 거주·활동 청년(19~39세) 누구나 (상상대로 멤버십 가입 필수) 1인 1일 1회 5,000원 공간 이용비 지원! * 공간별 월 최대 5회 이용가능",,2026. 5.6.~ 10. 30.,,,2026-06-10,,,,,,19,39,,,,,,,,,,,,지자체,,,,안산시 거주·활동 청년(19~39세) 누구나 (상상대로 멤버십 가입 필수),,온라인 신청 바로가기,,,,,,,,,
10911,고양행주문화제 SNS 기자단 알맹이 모집,교육문화,,,경기도,고양시,경기청년포털(시군),https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=10911,https://form.naver.com/response/81HDdo7ckS4My9uQq5RDEQ,"누구나 지원 가능! - 축제 기간(6월 13~14일) 모두 활동 가능한 분 ← 필수 조건! - 사진·영상·글 기록이 가능한 분 - SNS 콘텐츠 제작이 가능한 분 STEP 01 | 현장 취재 축제 프로그램, 행사 및 부스 등을 직접 현장에서 취재합니다. STEP 02 | SNS 콘텐츠 제작 사진·영상 촬영 및 글 제작 등 다양한 형식으로 콘텐츠를 만듭니다. STEP 03 | 후기 업로드 개인 SNS에 콘텐츠를 업로드하고 활동 보고서를 제출합니다.",,2026. 5.6.~ 12. 18.,,,2026-06-10,,,,,,,,,,,,,,,,,,,지자체,,,,누구나 지원 가능! - 축제 기간(6월 13~14일) 모두 활동 가능한 분 ← 필수 조건! - 사진·영상·글 기록이 가능한 분 - SNS 콘텐츠 제작이 가능한 분,,온라인 신청(구글폼) 바로가기,,,,,,,,,
10900,청년 마인드톡톡 참가자 모집,,,,경기도,성남시,경기청년포털(시군),https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=10900,,,,,,,2026-06-10,,,,,,,,,,,,,,,,,,,지자체,,,,,,,,,,,,,,,
10899,커플 숙려 캠프 참가 커플 모집,,,,경기도,성남시,경기청년포털(시군),https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=10899,,,,,,,2026-06-10,,,,,,,,,,,,,,,,,,,지자체,,,,,,,,,,,,,,,
10896,1인가구 지원패키지 신청자 모집,,,,경기도,평택시,경기청년포털(시군),https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=10896,https://docs.google.com/forms/d/e/1FAIpQLSdq_cOWQGAaFynLjqb0bbWwbJImvA3mmjZCa4sgrMe4bzY3QA/viewform,"19~39세 타 지자체에서 평택시로 전입신고한 1인 가구 청년 (2026.1.1. 이후 전입자) 1. 웰컴키트(전동드라이버) 2. 평택시 청년정책 가이드북 3. 청년쉼,표 리플렛 4. 통복시장도 5. 평택시 관광안내 지도 6. 평택 청년 라이프맵",,2026.4. 27. ~ 선착순 재고 소진 시까지,,,2026-06-10,,,,,,19,39,,,,,,,,,,,,지자체,,,,19~39세 타 지자체에서 평택시로 전입신고한 1인 가구 청년 (2026.1.1. 이후 전입자),,온라인 신청 바로가기,,,,,,,,,
10831,제미나이 실무 활용법,,,,경기도,연천군,경기청년포털(시군),https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=10831,https://docs.google.com/forms/d/e/1FAIpQLSdp7-CXN9JTmnaby2YDoZoui75X9pPt2v82W1QkSg3HJxyQcw/viewform,"연천군민, 재직자, 사업자 1순위:19~39세 / 2순위:39세 이상 [1회] - 생성형 AI 업무활용 범위 이해 - 실무형 질문 구조 이해 - 요청방식에 따른 결과 품질차이 실습 [2회] - 자료분석, 요약정리 업무흐름설계 - 비교 분석 및 표 생성 기능 실습 - 반복 사용 프롬프트 제작 [3회] - 보고서, 기획서, 초안 작성 및 구조화 실습 - 논리 점검, 메세지 강화 방법 적용 - 대상 맞춤 문서 수정 및 재구성 실습 [4회] - 개인 업무 흐름분석 및 AI 적용 지점 도출 - 반복업무 자동화 구조 설계 - 개인 맞춤 프롬프트 템플릿 완성",,2026. 4.20.~ 마감 시 까지,,,2026-06-10,,,,,,19,39,,,,,,,,,,,,지자체,,,,"연천군민, 재직자, 사업자 1순위:19~39세 / 2순위:39세 이상",,온라인 신청(구글폼) 바로가기,,,,,,,,,
10827,청년 맞춤형 교육 프로그램 내일아트 상반기 참가자 모집,주거,,,경기도,성남시,경기청년포털(시군),https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=10827,https://snspring.or.kr/programView.do?idx=812&searchCategory=%ED%95%B4%EB%B4%84,성남시 관내 청년(만19세 ~ 34세) [금융교육] - 현직 재무설계사와 함께하는 사회초년생의 경제적 자립 준비를 위한 기초 금융 이해 교육 [주거교육] - 부동산 앱 서비스 집토스 대표와 함께하는 사회초년생의 안정적인 주거 환경 조성 교육 [노동직장 생존교육] - 전문 노무사 대표와 함께하는 사회초년생의 노동권 보호를 위한 노동 교육 [생활 자립 교육] - 청년의 독립적인 생활 역량 강화를 위한 생활 자립 교육,,2026. 4.20.~ 교육별 선착순 마감,,,2026-06-10,,,,,,19,34,,,,,,,,,,,,지자체,,,,성남시 관내 청년(만19세 ~ 34세),,온라인 신청 바로가기,,,,,,,,,
10768,웰빙노마드 참여자 모집,교육문화,,,경기도,고양시,경기청년포털(시군),https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=10768,https://docs.google.com/forms/d/e/1FAIpQLSelxw4W0Yo20ersfjTVicbgaD9pO_vvH4NhNAPIjTXYsgArcA/viewform,"1 ) 본인 : 사회적 관계가 단절되어 특정 공간에 3개월 이상 머물고 있는 고양시 내 거주 및 만 19~64세 지역주민 2 ) 1번 '본인'의 가족 및 지인, 보호자 등 전문상담 / 가족 및 지지체계 모임&교육 / 당사자 일상생활 회복 활동 맞춤형 지원 / 서포터즈 연계 안부 나눔 등",,2026. 4.14. ~ 사업 종료 시까지,,,2026-06-10,,,,,,19,64,,,,,,,,,,,,지자체,,,,"1 ) 본인 : 사회적 관계가 단절되어 특정 공간에 3개월 이상 머물고 있는 고양시 내 거주 및 만 19~64세 지역주민 2 ) 1번 '본인'의 가족 및 지인, 보호자 등",,"온라인 신청 아래 2가지 방법 중 1가지 선택하여 신청 (당사자 및 가족, 지인 모두 신청 및 상담 가능) 1 ) 위 홍보지 내 QR코드 접속 후 구글폼 작성하여 신청 본인 신청 : 바로가기 가족/지인 신청 : 바로가기",,,,,,,,,
10757,시시단 단원 모집,교육문화,,,경기도,시흥시,경기청년포털(시군),https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=10757,https://form.naver.com/response/TCptguSkEvu9fwRXx0XpkQ?utm_source=ig&utm_medium=social&utm_content=link_in_bio&fbclid=PAZXh0bgNhZW0CMTEAc3J0YwZhcHBfaWQMMjU2MjgxMDQwNTU4AAGnFmfg6jpm7sojM2Iaq4nwrETi1skZ-c7vrtXXgGJVUc9-oIWa7ovuQXEw0XQ_aem_ZxhQIqvPyUzAY4Nxf4Qcyw,"시흥시 거주 20~40대 누구나 - 교육·연극·뮤지컬·작곡 분야 전문 강사들과 함께 부담 없이, 재미있게 참여할 수 있는 문화예술 활동",,2026. 4.13.~ 상시,,,2026-06-10,,,,,,,,,,,,,,,,,,,지자체,,,,시흥시 거주 20~40대 누구나,,온라인 신청 바로가기,,,,,,,,,
10755,청년라이프쉐어 러너블리 성남청년 러닝크루 상시 모집,,,,경기도,성남시,경기청년포털(시군),https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=10755,https://snspring.or.kr/programView.do?idx=803,"19~39세 성남시(거주, 재직, 재학, 활동 등) 청년 1. 러닝크루 「러너블리」 크루원들과 함께하는 운동 2. 매니저 파견 활동지원(물, 구급상자 등) 3. 하반기 러너블리 크루와 함께하는 대회 참가 4. 성남 청년 & 청년이봄과 함께하는 소속감",,2026. 4.9.~ 11. 12.,,,2026-06-10,,,,,,19,39,,,,,,,,,,,,지자체,,,,"19~39세 성남시(거주, 재직, 재학, 활동 등) 청년",,온라인 신청 바로가기,,,,,,,,,
10745,사회적 고립 청년 지원사업,교육문화,,,경기도,성남시,경기청년포털(시군),https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=10745,https://snspring.or.kr/programView.do?idx=801,"✔ 사회적 고립 만19~39세 청년 30명 ✔ 성남시 거주자 또는 학교 재학, 기관 등 재직 온라인, 오프라인 자율선택 ✔ 온라인활동: AI상담 상냥이, 줌 체험활동 ✔ 오프라인활동: 전문심리상담, 문화예술체험활동, 자립활동",,상시,,,2026-06-10,,,,,,19,39,,,,,,,,,,,,지자체,,,,"✔ 사회적 고립 만19~39세 청년 30명 ✔ 성남시 거주자 또는 학교 재학, 기관 등 재직",,온라인 신청 바로가기,,,,,,,,,
10744,청년창업 멘토링,일자리,,,경기도,군포시,경기청년포털(시군),https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=10744,https://www.gunpoycf.or.kr/program/108,"19세 ~ 39세 청년 / 군포시 소재 예비․초기 청년 창업가, 청년공간플라잉 입주기업 초기창업 및 창업진단 - 예비·초기창업가 대상 창업역량 진단, 창업 적합성 검토 및 리스크 요인 사전 점검 사업 아이디어 개발 및 구체화 - 창업 아이디어 검토 및 피드백, 사업모델 설계(BM) 및 수익구조 점검 등 초기 경영 - 사업자등록 방법, 인사/노무, 세무회계, 계약관리 등 자금·투자·정부지원 연계 - 정부/지자체 창업지원사업 정보 제공 및 신청 전략, 사업계획서 작성 방향 자문, 투자 단계별 투자 유지 전략 등 창업 법률 - 창업 관련 기본 법률, 소득세법, 임대차 계약, 근로기준법 등",,2026. 3.10.~ 11. 30.,,,2026-06-10,,,,,,19,39,,,,,,,,,,,,지자체,,,,"19세 ~ 39세 청년 / 군포시 소재 예비․초기 청년 창업가, 청년공간플라잉 입주기업",,온라인 신청 바로가기,,,,,,,,,
10740,청년창업사무실 1차 쉐어링 이용자 추가 모집,일자리,,,경기도,성남시,경기청년포털(시군),https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=10740,https://m.site.naver.com/24WFo,성남시 거주 청년 (만19세~만39세) 2명 - 창업을 준비하세요! - 스터디도 좋아요! - 참가자들과 함께 교류해요!,,2026. 4.1.~ 6. 30.,,,2026-06-10,,,,,,19,39,,,,,,,,,,,,지자체,,,,성남시 거주 청년 (만19세~만39세) 2명,,온라인 신청(구글폼) 바로가기,,,,,,,,,
10735,고용노동부 미래내일 일경험 지원사업 인턴 모집,일자리,,,경기도,구리시,경기청년포털(시군),https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=10735,https://www.guri.go.kr/www/selectBbsNttView.do?key=389&bbsNo=41&nttNo=141258&searchCtgry=&searchCnd=all&searchKrwd=&integrDeptCode=&pageIndex=1,15 ~ 34세 이하 미취업 청년(군필자의 경우 최대 39세 限) 공공행정(기관 부서별 운영 지원 및 업무 보조),,2026. 4.2.~ 11월,,,2026-06-10,,,,,,15,34,,,,,,,,,,,,지자체,,,,15 ~ 34세 이하 미취업 청년(군필자의 경우 최대 39세 限),,온라인 신청 바로가기,,,,,,,,,
10734,면접사진 촬영지원사업,일자리,,,경기도,고양시,경기청년포털(시군),https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=10734,https://apply.jobaba.net/bsns/bsnsDetailView.do?bsnsSeq=5432,"- 고양시 거주 18 ~ 39세 이하 청년 - 고양시 소재 기업에 재직중인 청년 - 고양시 소재 대학교에 재학(휴학) 중인 청년 - 원흥동 소재 한국장학재단 대학생연합생활관 입주생 청년 구직자를 위한 취업용 증명사진 촬영 지원 (1인당 연 1회) - 사진촬영일: 매주 금요일 - 예약가능일: 신청시점에서 한 달 이내 날짜만(승인 가능) - 촬영 시간: 신청일자 별 순서대로 임의 배정(선택 불가) - 신청 후 승인까지 시간 소요, 취소 및 변경은 최소 3일 전(유선 연락 시)까지만 가능",,2026. 3.27.~ 11. 27.,,,2026-06-10,,,,,,18,39,,,,,,,,,,,,지자체,,,,- 고양시 거주 18 ~ 39세 이하 청년 - 고양시 소재 기업에 재직중인 청년 - 고양시 소재 대학교에 재학(휴학) 중인 청년 - 원흥동 소재 한국장학재단 대학생연합생활관 입주생,,온라인 신청 바로가기,,,,,,,,,
10685,청년 대인관계 향상 프로그램 강점-login 참여자 모집,,,,경기도,안양시,경기청년포털(시군),https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=10685,https://naver.me/GFsGWncP,"만 19~34세 안양시 거주 청년 및 고립·은둔 청년 (15명 내외) 자기수용, 회복탄력성 강화, 스트레스 관리 및 강점 찾기 등",,2026. 4.1.~ 12. 18.,,,2026-06-10,,,,,,19,34,,,,,,,,,,,,지자체,,,,만 19~34세 안양시 거주 청년 및 고립·은둔 청년 (15명 내외),,온라인 신청(네이버폼) 바로가기,,,,,,,,,
10641,상반기 청년구직자 공공인턴 참여자 모집,일자리,,,경기도,화성시,경기청년포털(시군),https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=10641,,,,,,,2026-06-10,,,,,,,,,,,,,,,,,,,지자체,,,,,,,,,,,,,,,
10628,"공기업, 공공기관, 기업 취업을 위한 NCS&인적성 대비 특강",일자리,,,경기도,구리시,경기청년포털(시군),https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=10628,https://forms.gle/tUuwRKAUAhvoHJrd7,NCS&인적성 시험을 준비하는 청년 ・1회차: 4월 8일(수) 오후 7시 ~ 9시 ① 의사소통능력 기초이론 및 문제풀이 ・2회차: 4월 15일(수) 오후 7시 ~ 9시 ② 수리능력 기초이론 및 문제풀이 ・3회차: 4월 22일(수) 오후 7시 ~ 9시 ③ 문제해결능력 기초이론 및 문제풀이,,2026. 3.23.~ 선착순 마감,,,2026-06-10,,,,,,,,,,,,,,,,,,,지자체,,,,NCS&인적성 시험을 준비하는 청년,,온라인 신청(구글폼) 바로가기,,,,,,,,,
10624,청년·신혼부부 공공임대주택 주거비 지원사업,주거,,,경기도,포천시,경기청년포털(시군),https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=10624,https://plus.gov.kr/,"청년: 19세 이상 39세 이하 미혼 신혼부부: 혼인 7년 이내 또는 3개월 이내 혼인 예정인 부부 임대보증금 - 최대 3,000만원 무이자 지원 | 포천헤리센트 /송우파인빌('26년 신규 입주자) 월 임대료 - 월 임대료의 50%(최대 10만원) | 포애뜰 / 송우파인빌('25년 기존 입주자)",,2026. 3.30.~ 11. 30. (예산 소진시 사업종료),,,2026-06-10,,,,,,,,,,,,,,,,,,,지자체,,,,청년: 19세 이상 39세 이하 미혼 신혼부부: 혼인 7년 이내 또는 3개월 이내 혼인 예정인 부부,,✔️ 온라인: 정부24 바로가기 ✔️ 오프라인: 포천시 주택과 방문,,,,,,,,,
10614,상반기 청년창업아카데미 교육생 모집,일자리,,,경기도,파주시,경기청년포털(시군),https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=10614,https://forms.gle/okEzKzjt7oj7jMdFA,파주시 관내 예비․초기창업자 중 만39세 이하 청년 (10명 내외),,2026. 4.1.~ 4. 30.(교육 기간 내 상시접수),,,2026-06-10,,,,,,,,,,,,,,,,,,,지자체,,,,파주시 관내 예비․초기창업자 중 만39세 이하 청년 (10명 내외),,온라인 신청 (구글폼) 바로가기,,,,,,,,,
10605,면접정장 대여지원,일자리,,,경기도,고양시,경기청년포털(시군),https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=10605,https://goyangjobcafe.kr/programs/14560/,"고양시 거주/재학/재직 중인 18-39세 청년 (대학생연합생활관 입주생 포함) 대여 기간 : 1회 3박 4일 (1인당 연 3회) 대여 품목 : 정장, 구두, 벨트, 넥타이 등 대여 업체 : 드림윙즈 ☎ 02-547-4782 (신촌역 8번, 서강대역 2번 출구)",,2026. 3.27.~ 상시 (예산 소진시 사업종료),,,2026-06-10,,,,,,18,39,,,,,,,,,,,,지자체,,,,고양시 거주/재학/재직 중인 18-39세 청년 (대학생연합생활관 입주생 포함),,온라인 신청 바로가기,,,,,,,,,
10598,혼밥러를 부탁해! 1회차 참가자 모집,,,,경기도,성남시,경기청년포털(시군),https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=10598,https://snspring.or.kr/programView.do?idx=791&searchStatus=2,"성남시 관내 1인가구 청년(만19세 ~ 34세)이면 누구나 (※선착순 10명) 저탄소 요리 4색 토핑 유부초밥(오이게맛살/참치마요/불고기/당근라페)와 자몽,레몬에이드",,2026. 3.25.~ 모집 마감 시,,,2026-06-10,,,,,,19,34,,,,,,,,,,,,지자체,,,,성남시 관내 1인가구 청년(만19세 ~ 34세)이면 누구나 (※선착순 10명),,온라인 신청 바로가기,,,,,,,,,
10596,일본어 첫걸음,,,,경기도,의정부시,경기청년포털(시군),https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=10596,https://211.188.65.173/pages/program/detail/836,"의정부시 19~39세 청년 (20명) 1주차) - 히라가나 익히기 - 히라가나의 문자와 발음 익히기 - 숫자, 기본적인 쉬운 인사말 익히기 (1) - 일본 드라마 속 자기소개 2주차) - 일본어의 발음 익히기 - 요음, 장음, 촉음, 발음 등 - 기본 인사말 익히기 (2) - 형용사의 종류(연상법)와 활용 - 일본 가정에 초대받았을 때의 식사와 대화 3주차) - 일본의 형용사 공부하기 - 형용사를 활용한 회화 - ナ형용사의 종류와 활용(연상법) - 내 기호 말하기 4주차) - 가타카나 익히기 - 가타카나 그림 활용 연상법 - 기본 동사의 ます접속법",,2026. 3.24.~ 모집 마감시,,,2026-06-10,,,,,,19,39,,,,,,,,,,,,지자체,,,,의정부시 19~39세 청년 (20명),,온라인 신청 바로가기,,,,,,,,,
10573,청년도전지원사업 참여자 모집,일자리,,,경기도,시흥시,경기청년포털(시군),https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=10573,https://www.work24.go.kr/wk/g/b/1100/busiIntro.do,"6개월간 미취업중인 만 18세~39세 청년 ※ 신청일 기준 대학생, 휴학생, 실업급여 수급자, 사업자등록증 소유자, 국민취업지원제도 참여자 참여 불가 [도전] (5주) - 최대 50만원 [중기] (15주) - 최대 220만원 [장기] (25주) - 최대 350만원",,2026. 1.1.~ 모집시 마감,,,2026-06-10,,,,,,18,39,,,,,,,,,,,,지자체,,,,"6개월간 미취업중인 만 18세~39세 청년 ※ 신청일 기준 대학생, 휴학생, 실업급여 수급자, 사업자등록증 소유자, 국민취업지원제도 참여자 참여 불가",,온라인 신청 바로가기,,,,,,,,,
10569,자원봉사누리 모집,교육문화,,,경기도,군포시,경기청년포털(시군),https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=10569,https://www.1365.go.kr/vols/P9210/partcptn/timeCptn.do?type=show&progrmRegistNo=3430011,대학 및 성인 누구나 1회차 - 커피박키링 만들기 /공내동 문화의 거리 /환경정화 활동 2회차 - 군포철쭉축제 / 안전관리 캠페인 / 환경정화 활동 3회차 - 한번더제작소 견학 / 당정근린공원 / 환경정화 활동 4회차 - 천연수세미 만들기 / 중앙공원 / 환경정화 활동,,2026. 3.20.~ 각 회차 모집인원(30명) 마감 시까지,,,2026-06-10,,,,,,,,,,,,,,,,,,,지자체,,,,대학 및 성인 누구나,,온라인 신청 1회차 신청 2회차 신청 3회차 신청 4회차 신청,,,,,,,,,
10559,1인가구 지원사업 참여자 모집,금융복지,,,경기도,구리시,경기청년포털(시군),https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=10559,https://forms.gle/jZjENTyntdVzgfhH7  ,"다음 중 1~3번 중 한 가지 해당되는 청년기 1인 가구(만 19세~34세) 1. 경기도에 주민등록을 둔 청년 1인 가구(등본 상 1인가구가 확인되어야 함) 2. 경기도 구리시에 사는 청년 1인 가구 3. 경기도에 사는 청년 1인 가구 누구나 청년 1인 가구를 대상으로 식생활 개선 요리 교실, 금융 안전 교육, 건강 돌봄 프로그램, 생활 꿀팁 바구니(공예,아로마 테라피 등) 활동 지원",,2026. 3.3.~ 상시 모집,,,2026-06-10,,,,,,19,34,,,,,,,,,,,,지자체,,,,다음 중 1~3번 중 한 가지 해당되는 청년기 1인 가구(만 19세~34세) 1. 경기도에 주민등록을 둔 청년 1인 가구(등본 상 1인가구가 확인되어야 함) 2. 경기도 구리시에 사는 청년 1인 가구 3. 경기도에 사는 청년 1인 가구 누구나,,1. 경기청년포털 회원가입(필수) → 2. 온라인 신청(구글폼) 바로가기,,,,,,,,,
10552,퍼스널컬러활용 면접이미지 및 자소서 컨설팅 참여자 모집,일자리,,,경기도,연천군,경기청년포털(시군),https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=10552,https://docs.google.com/forms/d/1H1abE8j9Zd7GOv2UDrP9otBfHlGwS2_vb0qe92kyhWY/viewform?edit_requested=true,"연천군민 중 미취업자, 단시간 근로자,(구직등록확인서 제출) ※ 1순위-19~39세 , 2순위-39세 이상 1. 면접이미지 자가진단 - 현재 나의 첫인상 점검 - 직무별 이미지 방향 설정 - 보완 포인트 도출 2. 퍼스널컬러 활용 전략 - 퍼스널컬러 기본 이해 - 면접 적합 컬러 가이드 - 의상, 메이크업 컬러 적용 3. 자기소개서 작성 전략 - 핵심 경험 정리 및 강점 도출 - 면접 답변 필수 체크리스트",,2026. 3.3.~ 마감시까지,,,2026-06-10,,,,,,19,39,,,,,,,,,,,,지자체,,,,"연천군민 중 미취업자, 단시간 근로자,(구직등록확인서 제출) ※ 1순위-19~39세 , 2순위-39세 이상",,온라인 신청(구글폼) 바로가기,,,,,,,,,
10516,청년도전지원사업 참여자 모집,일자리,,,경기도,광명시,경기청년포털(시군),https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=10516,https://docs.google.com/forms/d/e/1FAIpQLSe_9i4kO8ZO57fc5rux65o7yC4uZ5kd0BTg-gJqNemkWP_c4g/viewform,"① 미취업 청년 (신청일 이전 6개월 이상 취업·교육·직업훈련 참여 이력이 없는 만18~34세 청년) ② 고등학교 졸업 또는 졸업 예정자 ③ 군 경력자 ④ 생계형 아르바이트(주 30시간 미만 근로) ⑤ 자립준비청년(보호종료아동) ⑥ 청소년복지시설 입·퇴소 청년 ⑦ 북한 이탈 청년 ⑧가습기 살균제 피해 청년 ※ 각 대상별 상세한 참여요건 및 참여 제한 요건은 아래 링크에 접속하셔서 확인해주시기 바랍니다. ① 단기 프로그램(5주, 40시간): 2026. 05. 28(목) ~ 06. 25(목), 매주 목요일 - 빠르게 취업에 필요한 교육을 받고 바로 도전해보는 것을 원하는 청년에게 추천! - 단기 과정 수료 시, 50만원 수당 지원 ② 중기 프로그램(15주, 120시간): 2026. 04. 14(화) ~ 07. 28(화), 매주 화요일 - 진로에 대하여 확신이 들지 않아서 확실한 진로 계획을 만드는 것을 원하는 청년에게 추천! - 중기 과정 수료 시, 최대 220만원 수당 지원(수당 및 인센티브 포함) ③ 장기 프로그램(25주, 200시간): 2026. 04. 16(목) ~ 10. 08(목), 매주 목요일 - 아직 진로가 불확실하고 자신에 대해서 깊이 이해해보는 것을 원하는 청년에게 추천! - 장기 과정 수료 시, 최대 350만원 수당 지원(수당 및 인센티브 포함) ※ 청년도전지원사업 참여 시 진로탐색, 취업역량강화, 자신감회복 등 다양한 프로그램을 제공합니다.",,2026. 3.9.~ 상시,,,2026-06-10,,,,,,18,34,,,,,,,,,,,,지자체,,,,① 미취업 청년 (신청일 이전 6개월 이상 취업·교육·직업훈련 참여 이력이 없는 만18~34세 청년) ② 고등학교 졸업 또는 졸업 예정자 ③ 군 경력자 ④ 생계형 아르바이트(주 30시간 미만 근로) ⑤ 자립준비청년(보호종료아동) ⑥ 청소년복지시설 입·퇴소 청년 ⑦ 북한 이탈 청년 ⑧가습기 살균제 피해 청년 ※ 각 대상별 상세한 참여요건 및 참여 제한 요건은 아래 링크에 접속하셔서 확인해주시기 바랍니다.,,온라인 신청(구글폼) 바로가기,,,,,,,,,
10514,"지금, 나는 괜찮을까?",,,,경기도,평택시,경기청년포털(시군),https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=10514,https://forms.gle/o8q76rSziF1xhzVZA,"19~39세 이하 평택시 생활권 청년 누구나 평택시 청년을 위한 자가점검 설문 이벤트를 진행합니다. 설문에 참여해 현재 나의 상태를 돌아보고, 추첨 이벤트에도 참여해보세요!",,2026. 3.10.~ 12. 9.,,,2026-06-10,,,,,,19,39,,,,,,,,,,,,지자체,,,,19~39세 이하 평택시 생활권 청년 누구나,,온라인 신청(구글폼) 바로가기,,,,,,,,,
10483,919취업 광장,일자리,,,경기도,안산시,경기청년포털(시군),https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=10483,https://asyouthspace.kr/main02/1406,"취업을 희망하는 구직자 누구나 [채용면접관] 구인·구직자간 1:1 현장 채용면접 [취업상담관] 1:1 이력서 컨설팅 및 기관별 취업상담 [부대 행사] 이력서 무료 사진촬영, 타로카드 진로상담, 재무상담 등",,,,,2026-06-10,,,,,,,,,,,,,,,,,,,지자체,,,,취업을 희망하는 구직자 누구나,,온라인 신청 바로가기,,,,,,,,,
10470,4월 취업로드맵 참여자 모집,일자리,,,경기도,남양주시,경기청년포털(시군),https://youth.gg.go.kr/gg/info/archive-policy-search-map.do?mode=view&arcNo=10470,https://forms.gle/hch74V5yjVziUAu47,"남양주시 거주 중인 39세 이하 취업준비생 [취업준비 step 1.] - 강점 활용 직업적 강점 찾기 - 강점의 중요성과 필요성 - 강점 기반 진단 해석 및 진로 목표 수립 - 강점 스토리텔링, 대표 강점을 인식한 자기이해와 자신감 증진 - 강점 기반 진로 목표 설정 및 액션플랜 작성 [취업준비 step 2.] - 노트북 혹은 태블릿 지참 - AI 활용 자기소개서 작성 - AI 자기소개서 기초 - AI를 활용한 자기소개서 작성 시 주의해야 할 사항 - Chat GPT, 퀴즈봇을 활용한 작성법과 실습 - 문항별 경험작성 방법 및 AI활용 초안 작성",,상시 접수,,,2026-06-10,,,,,,,,,,,,,,,,,,,지자체,,,,남양주시 거주 중인 39세 이하 취업준비생,,온라인 신청(구글폼) 바로가기,,,,,,,,,
